,导演,演员,评分,年份,类型,电影时长,评价人数,语言,地区,名称
1283,罗伯·莱纳,"['杰克·尼科尔森', '摩根·弗里曼', '西恩·海耶斯', '贝弗利·陶德', '罗伯·莫洛']",8.6,['2007'],"['剧情', '喜剧', '冒险']",97,211822,英语, 美国,遗愿清单
1284,查理·卓别林,"['查理·卓别林', '宝莲·高黛', '亨利·伯格曼', '蒂尼·桑福德', '切斯特·康克林']",9.3,['1936'],"['剧情', '喜剧', '爱情']",87,165954,英语, 美国,摩登时代
1285,乔纳森·戴顿,"['阿比盖尔·布蕾斯琳', '托妮·科莱特', '格雷戈·金尼尔', '保罗·达诺', '史蒂夫·卡瑞尔']",8.3,['2006'],"['剧情', '喜剧', '家庭']",101,206918,英语, 美国,阳光小美女
1286,内森·格雷诺,"['曼迪·摩尔', '扎克瑞·莱维', '唐纳·墨菲', '朗·普尔曼', '迈克·康纳·盖尼']",8.2,['2010'],"['喜剧', '动画', '冒险']",100,171419,英语, 美国,魔发奇缘
1287,昆汀·塔伦蒂诺,"['乌玛·瑟曼', '大卫·卡拉丁', '刘家辉', '薇薇卡·福克斯', '刘玉玲']",7.9,['2004'],"['动作', '惊悚', '犯罪']",137,184502,英语, 美国,杀死比尔2
1288,约翰·拉塞特,"['汤姆·汉克斯', '蒂姆·艾伦', '琼·库萨克', '凯尔希·格兰莫', '唐·里克斯']",8.3,['1999'],"['喜剧', '动画', '奇幻', '冒险']",92,141718,英语, 美国,玩具总动员2
1289,迈克尔·柯蒂兹,"['亨弗莱·鲍嘉', '英格丽·褒曼', '保罗·亨雷德', '克劳德·雷恩斯', '康拉德·韦特']",8.6,['1942'],"['剧情', '爱情', '战争']",102,166465,英语, 美国,卡萨布兰卡
1290,韦斯·安德森,"['布莱恩·科兰斯顿', '爱德华·诺顿', '科宇·兰金', '列维·施瑞博尔', '比尔·默瑞']",8.3,['2018'],"['喜剧', '动画', '冒险']",97,176343,英语, 美国,犬之岛
1291,邓肯·琼斯,"['山姆·洛克威尔', '凯文·史派西', '多米妮克·麦克艾丽戈特', '卡雅·斯考达里奥', '本尼迪克特·王']",8.5,['2009'],"['剧情', '科幻', '悬疑']",97,187458,英语, 英国,月球
1292,米歇尔·贡德里,"['金·凯瑞', '凯特·温丝莱特', '伊利亚·伍德', '克斯汀·邓斯特', '汤姆斯·杰·瑞恩']",8.5,['2004'],"['剧情', '爱情', '奇幻']",108,178396,英语, 美国,暖暖内含光
1293,雷德利·斯科特,"['西格妮·韦弗', '汤姆·斯凯里特', '维罗尼卡·卡维特', '哈利·戴恩·斯坦通', '约翰·赫特']",8.1,['1979'],"['科幻', '恐怖']",117,146628,英语, 英国,异形
1294,康拉德·弗农,"['本·斯蒂勒', '克里斯·洛克', '大卫·休默', '贾达·萍克·史密斯', '萨莎·拜伦·科恩']",8.2,['2012'],"['喜剧', '动画', '冒险']",93,140519,英语, 美国,马达加斯加3
1295,吕克·贝松,"['布鲁斯·威利斯', '加里·奥德曼', '米拉·乔沃维奇', '克里斯·塔克', '伊安·霍姆']",7.9,['1997'],"['动作', '科幻', '冒险']",126,156492,英语, 法国,第五元素
1296,加里·特洛斯达勒,"['佩吉·奥哈拉', '罗比·本森', '理查德·怀特', '杰里·奥尔巴赫', '戴维·奥格登·施蒂尔斯']",8.4,['1991'],"['喜剧', '爱情', '动画', '歌舞', '奇幻']",84,117454,英语, 美国,美女与野兽
1297,金永卓,"['车太贤', '高昌锡', '张荣男', '姜艺媛', '千宝根']",8.5,['2010'],"['剧情', '喜剧', '家庭']",111,158953,韩语, 韩国,开心家族
1298,达伦·阿伦诺夫斯基,"['艾伦·伯斯汀', '杰瑞德·莱托', '詹妮弗·康纳利', '马龙·韦恩斯', '克里斯托弗·麦克唐纳']",8.7,['2000'],['剧情'],102,151510,英语, 美国,梦之安魂曲
1299,乔什·库雷,"['汤姆·汉克斯', '蒂姆·艾伦', '安妮·波茨', '托尼·海尔', '科甘-迈克尔·凯']",8.7,['2019'],"['喜剧', '动画', '奇幻']",100,154437,英语, 美国,玩具总动员4
1300,彼得·维纳,"['詹姆斯·沃克', '特里特·威廉斯', '多米尼克·斯科特·凯伊', '莎拉·德鲁', '凯瑟琳·约克']",8.6,['2008'],"['剧情', '传记']",95,137630,英语, 美国,叫我第一名
1301,昆汀·塔伦蒂诺,"['塞缪尔·杰克逊', '库尔特·拉塞尔', '詹妮弗·杰森·李', '沃尔顿·戈金斯', '德米安·比齐尔']",8.4,['2015'],"['剧情', '犯罪', '西部']",168,153280,英语, 美国,八恶人
1302,亨利·塞利克,"['达科塔·范宁', '特丽·哈彻', '珍妮弗·桑德斯', '唐·弗兰奇', '小罗伯特·拜利']",8.2,['2009'],"['动画', '奇幻', '冒险']",96,136971,英语, 美国,鬼妈妈
1303,科斯汀·谢里丹,"['乔纳森·莱斯·梅耶斯', '弗莱迪·海默', '罗宾·威廉姆斯', '凯丽·拉塞尔', '泰伦斯·霍华德']",8.3,['2007'],"['剧情', '爱情', '音乐']",114,136571,英语, 美国,八月迷情
1304,斯坦利·多南,"['吉恩·凯利', '唐纳德·奥康纳', '黛比·雷诺斯', '简·哈根', '米勒德·米切尔']",9.0,['1952'],"['喜剧', '爱情', '歌舞']",103,132787,英语, 美国,雨中曲
1305,韦斯·安德森,"['乔治·克鲁尼', '梅丽尔·斯特里普', '詹森·舒瓦兹曼', '埃里克·蔡斯·安德森', '比尔·默瑞']",8.5,['2009'],"['喜剧', '动画', '冒险']",87,144385,英语, 美国,了不起的狐狸爸爸
1306,奥利维耶·阿萨亚斯,"['朱丽叶·比诺什', '威廉·达福', '娜塔莉·波特曼', '加斯帕德·尤利尔', '热拉尔·德帕迪约']",8.3,['2006'],"['剧情', '喜剧', '爱情']",120,131424,英语, 法国,巴黎，我爱你
1307,吕克·贝松,"['让-马克·巴尔', '让·雷诺', '罗姗娜·阿奎特', '保罗·希纳尔', '赛尔乔·卡斯特利托']",8.7,['1988'],"['剧情', '爱情']",132,125007,法语, 法国,碧海蓝天
1308,罗伯特·泽米吉斯,"['迈克尔·J·福克斯', '克里斯托弗·洛伊德', '莉·汤普森', '克里斯平·格洛弗', '托马斯·F·威尔森']",8.6,['1985'],"['喜剧', '科幻', '冒险']",116,111435,英语, 美国,回到未来
1309,戴维·汉德,"['阿德里亚娜·卡塞洛蒂', '罗伊·阿特威尔', 'Stuart Buchanan', 'Hall Johnson Choir']",8.3,['1937'],"['爱情', '动画', '歌舞', '家庭', '奇幻']",83,74462,英语, 美国,白雪公主和七个小矮人
1310,儿玉兼嗣,"['高山南', '山口胜平', '山崎和佳奈', '神谷明', '盐泽兼人']",8.4,['1997'],"['喜剧', '动画', '悬疑', '家庭', '冒险']",95,89323,英语, 日本,名侦探柯南：引爆摩天楼
1311,陈嘉上,"['李连杰', '中山忍', '钱小豪', '蔡少芬', '周比利']",8.3,['1994'],"['剧情', '动作']",106,79140,英语, 中国香港,精武英雄
1312,克日什托夫·基耶斯洛夫斯基,"['朱丽叶·比诺什', '贝努特·里格恩特', '弗罗伦斯·派梅尔', '夏洛特·韦里', '海伦·文森特']",8.5,['1993'],"['剧情', '爱情', '音乐']",98,87435,法语, 法国,蓝白红三部曲之蓝
1313,亨利·塞利克,"['丹尼·艾夫曼', '克里斯·萨兰登', '凯瑟琳·欧哈拉', '威廉·赫基', '格伦·沙迪克斯']",8.2,['1993'],"['剧情', '动画', '奇幻']",76,86980,英语, 美国,圣诞夜惊魂
1314,乔治·卢卡斯,"['连姆·尼森', '伊万·麦克格雷格', '娜塔莉·波特曼', '杰克·洛伊德', '伊恩·麦克迪阿梅德']",8.1,['1999'],"['动作', '科幻', '冒险']",136,82452,英语, 美国,星球大战前传1：幽灵的威胁
1315,克日什托夫·基耶斯洛夫斯基,"['伊莲娜·雅各布', '让-路易·特兰蒂尼昂', '弗雷德里奎·费德', '让-皮耶·罗利特', '塞缪尔·勒·比汉']",8.7,['1994'],"['剧情', '爱情', '悬疑']",99,76758,法语, 法国,蓝白红三部曲之红
1316,罗恩·克莱蒙兹,"['雷内·奥博诺伊斯', 'Christopher Daniel Barnes', '裘蒂·班森']",8.4,['1989'],"['爱情', '动画', '歌舞', '奇幻']",83,61420,英语, 美国,小美人鱼
1317,斯坦利·库布里克,"['亚当·鲍德温', '马修·莫迪恩', '文森特·多诺费奥', '李·厄米', 'Kevyn Major Howard']",8.5,['1987'],"['剧情', '战争']",116,85788,英语, 英国,全金属外壳
1318,大卫·斯沃曼,"['丹·卡斯泰兰尼塔', '朱莉·卡夫娜', '南茜·卡特莱特', '雅德丽·史密斯', '汉克·阿扎利亚']",8.4,['2007'],"['喜剧', '动画', '冒险']",87,70394,英语, 美国,辛普森一家
1319,克日什托夫·基耶斯洛夫斯基,"['泽比纽·扎马洲斯基', '朱莉·德尔佩', '扬努斯·加约斯', '杰基·斯图尔', '亚历山大·巴尔迪尼']",8.4,['1994'],"['剧情', '喜剧', '爱情', '悬疑']",91,67876,法语, 法国,蓝白红三部曲之白
1320,奥逊·威尔斯,"['奥逊·威尔斯', '约瑟夫·科顿', '多萝西·康明戈尔', '阿格妮丝·摩尔海德']",8.6,['1941'],"['剧情', '悬疑']",119,68381,英语, 美国,公民凯恩
1321,史蒂芬·戴德利,"['杰米·贝尔', '朱丽·沃特斯', '杰米·德拉文', '加里·刘易斯', '斯图亚特·韦尔斯']",8.8,['2000'],"['剧情', '歌舞', '家庭', '儿童']",110,70423,英语, 英国,跳出我天地
1322,凯文·科斯特纳,"['凯文·科斯特纳', '玛丽·麦克唐纳', '格雷厄姆·格林']",8.9,['1990'],"['剧情', '西部', '冒险']",181,64358,英语, 美国,与狼共舞
1323,罗伯特·泽米吉斯,"['迈克尔·J·福克斯', '克里斯托弗·洛伊德', '莉·汤普森', '托马斯·F·威尔森', '伊丽莎白·苏']",8.4,['1989'],"['喜剧', '科幻', '冒险']",108,63974,英语, 美国,回到未来2
1324,罗伯·莱纳,"['瑞凡·菲尼克斯', '威尔·惠顿', '科里·费尔德曼', '杰瑞·奥康奈尔', '约翰·库萨克']",8.9,['1986'],"['剧情', '儿童', '冒险']",89,74084,英语, 美国,伴我同行
1325,克里斯·哥伦布,"['罗宾·威廉姆斯', '艾伯丝·戴维兹', '山姆·尼尔', '奥利弗·普莱特', '绮尔斯腾·瓦伦']",8.5,['1999'],"['剧情', '喜剧', '科幻']",132,66283,英语, 美国,机器管家
1326,乔尔·科恩,"['杰夫·布里吉斯', '海莉·斯坦菲尔德', '马特·达蒙', '乔什·布洛林', '巴里·佩珀']",8.2,['2010'],"['剧情', '西部', '冒险']",110,72500,英语, 美国,大地惊雷
1327,塔西姆·辛,"['凯婷卡·安塔鲁', '贾斯蒂恩·瓦戴尔', '李·佩斯', 'Kim Uylenbroek', 'Aiden Lithgow']",8.8,['2006'],"['剧情', '喜剧', '奇幻', '冒险']",117,70272,英语, 美国,坠入
1328,沃尔夫冈·贝克 ,"['丹尼尔·布鲁尔', '卡特琳·萨斯', '丘尔潘·哈马托娃', '弗洛里安·卢卡斯', '亚历山大·拜尔']",8.7,['2003'],"['剧情', '喜剧']",121,64202,德语, 德国,再见列宁
1329,希尔万·肖默,"['Béatrice Bonifassi', '莉娜·布德罗', 'Michèle Caucheteux']",8.7,['2003'],"['喜剧', '动画']",80,63830,法语, 法国,疯狂约会美丽都
1330,加斯顿·杜帕拉特,"['奥斯卡·马丁内兹', '达迪·布列瓦', '安德丽娅·弗里杰里奥', '诺拉·纳瓦斯', '曼努埃尔·维森特']",8.4,['2016'],"['剧情', '喜剧']",118,63964,西班牙语, 阿根廷,杰出公民
1331,克莱德·杰洛尼米,"['艾琳·伍兹', 'Eleanor Audley', '薇娜·费尔顿']",8.3,['1950'],"['爱情', '动画', '歌舞', '奇幻']",74,42881,英语, 美国,仙履奇缘
1332,伊桑·科恩,"['哈利·米尔林', '佐伊·卡赞', '连姆·尼森', '詹姆斯·弗兰科', '大卫·克朗姆霍茨']",8.5,['2018'],"['喜剧', '歌舞', '西部']",133,66554,英语, 美国,巴斯特·斯克鲁格斯的歌谣
1333,罗伯特·泽米吉斯,"['迈克尔·J·福克斯', '克里斯托弗·洛伊德', '玛丽·斯汀伯根', '托马斯·F·威尔森', '莉·汤普森']",8.4,['1990'],"['喜剧', '科幻', '西部', '冒险']",118,54927,英语, 美国,回到未来3
1334,克莱德·杰洛尼米,"['罗德·泰勒', '凯特·鲍尔', '本·怀特', '丽莎·戴维斯', '贝蒂·洛乌·格尔森']",8.3,['1961'],"['喜剧', '动画', '家庭', '冒险']",79,37949,英语, 美国,101忠狗
1335,阿方索·戈麦斯-雷洪,"['托马斯·曼', '奥利维亚·库克', 'RJ·赛勒', '尼克·奥弗曼', '莫莉·香侬']",8.2,['2015'],"['剧情', '喜剧']",105,62915,英语, 美国,我和厄尔以及将死的女孩
1336,伍迪·艾伦,"['伍迪·艾伦', '黛安·基顿', '谢莉·杜瓦尔', '保罗·西蒙', '卡罗尔·凯恩']",8.6,['1977'],"['剧情', '喜剧', '爱情']",93,61220,英语, 美国,安妮·霍尔
1337,斯坦利·库布里克,"['彼得·塞勒斯', '乔治·C·斯科特', '斯特林·海登', '詹姆斯·厄尔·琼斯', '格伦·贝克']",8.8,['1964'],"['剧情', '喜剧']",95,57712,英语, 美国,奇爱博士
1338,昆汀·塔伦蒂诺,"['莱昂纳多·迪卡普里奥', '布拉德·皮特', '玛格特·罗比', '埃米尔·赫斯基', '玛格丽特·库里']",7.4,['2019'],"['剧情', '喜剧']",165,64475,英语, 美国,好莱坞往事
1339,克里斯·桑德斯,"['黛维·切斯', '克里斯·桑德斯', '蒂亚·卡雷尔', '戴维·奥格登·施蒂尔斯', '凯文·麦克唐纳德']",8.2,['2002'],"['喜剧', '科幻', '动画', '家庭', '冒险']",85,33814,英语, 美国,星际宝贝
1340,汉密尔顿·卢斯科,"['梅尔·布兰科', '弗兰基·达罗', '克里夫·爱德华兹', 'Dickie Jones']",8.3,['1940'],"['剧情', '动画', '音乐', '奇幻']",88,34870,英语, 美国,木偶奇遇记
1341,Vitcha Gojiew,"['查理·瑞纳', '霍嘉丝·芝华顾', 'Charwin Jitsomboon', 'Chaleumpol Tikumpornteerawong', 'Wongsakorn Rassamitat']",8.6,['2003'],"['喜剧', '儿童']",110,53951,泰语, 泰国,小情人
1342,加美·尤伊斯,"['历苏', 'Lena Farugia', 'Hans Strydom']",8.8,['1989'],['喜剧'],98,46628,英语, 博茨瓦纳,上帝也疯狂2
1343,罗伯特·本顿,"['达斯汀·霍夫曼', '梅丽尔·斯特里普', '简·亚历山大', '贾斯汀·亨利', '霍华德·达夫']",8.5,['1979'],"['剧情', '家庭']",105,48662,英语, 美国,克莱默夫妇
1344,查理·卓别林,"['查理·卓别林', '宝莲·高黛', '杰克·奥克']",9.0,['1940'],"['剧情', '喜剧', '战争']",125,43380,英语, 美国,大独裁者
1345,阿格涅丝卡·霍兰,"['莱昂纳多·迪卡普里奥', '大卫·休里斯', '罗曼娜·波琳热', '多米尼克·布隆', 'Felicie Pasotti Cabarbaye']",8.2,['1995'],"['剧情', '爱情', '同性', '传记']",111,51137,英语, 英国,心之全蚀
1346,Umesh Shukla,"['阿克谢·库玛尔', '帕莱什·拉瓦尔', '米特胡恩·查克拉博蒂', '欧姆·普瑞', '康柯纳·森·沙尔玛']",8.4,['2012'],"['剧情', '喜剧']",125,49693,印地语, 印度,偶滴神啊
1347,瓦里丝·侯赛因,"['马克·莱斯特', '特雷西·海德', '杰克·瓦尔德']",8.5,['1971'],"['剧情', '爱情']",103,37908,英语, 英国,两小无猜
1348,大岛渚,"['大卫·鲍伊', '汤姆·康蒂', '坂本龙一', '北野武', '杰克·汤普森']",8.8,['1983'],"['剧情', '同性', '战争']",123,50592,英语, 英国,战场上的快乐圣诞
1349,阿尔弗雷德·希区柯克,"['英格丽·褒曼', '格利高里·派克', '迈克尔·契诃夫', '里奥.G.卡罗尔', '朗达·弗莱明']",8.3,['1945'],"['爱情', '悬疑', '黑色电影']",111,34131,英语, 美国,爱德华大夫
1350,保罗·维尔齐,"['海伦·米伦', '唐纳德·萨瑟兰', '简·默勒尼', '克里斯蒂·米切尔', '罗伯特·沃克·布兰乔德']",8.2,['2017'],"['喜剧', '爱情', '冒险']",112,29097,英语, 意大利,爱在记忆消逝前
1351,亚历山大·佩恩,"['布鲁斯·邓恩', '威尔·福特', '琼·斯奎布', '鲍勃·奥登科克', '斯泰西·基齐']",8.6,['2013'],"['剧情', '喜剧', '家庭']",115,37894,英语, 美国,内布拉斯加
1352,巴里·索南菲尔德,"['安杰丽卡·休斯顿', '劳尔·胡里亚', '克里斯托弗·洛伊德', '克里斯蒂娜·里奇', '丹娜·爱薇']",8.5,['1991'],"['喜剧', '家庭', '奇幻']",100,34657,英语, 美国,亚当斯一家
1353,戴维·汉德,"['哈迪·奥尔布赖特', 'Stan Alexander', 'Bobette Audrey', 'Peter Behn', '谢尔玛·博德曼']",8.4,['1942'],"['剧情', '动画']",70,22235,英语, 美国,小鹿斑比
1354,大卫·安斯鲍夫,"['西恩·奥斯汀', '乔恩·费儒', '尼德·巴蒂', '查尔斯·达顿', '莉莉·泰勒']",8.8,['1993'],"['剧情', '传记', '运动']",114,34141,英语, 美国,追梦赤子心
1355,比利·怀德,"['威廉·霍尔登', '葛洛丽亚·斯旺森', '埃里克·冯·施特罗海姆', '南希·奥尔森', '弗雷德·克拉克']",8.7,['1950'],"['剧情', '黑色电影']",110,32664,英语, 美国,日落大道
1356,查理·卓别林,"['查理·卓别林', '马克·斯旺', 'Tom Murray', '亨利·伯格曼', 'Malcolm Waite']",9.1,['1925'],"['喜剧', '爱情', '西部', '冒险']",95,28462,英语, 美国,淘金记
1357,史蒂芬·海伦伯格,"['汤姆·肯尼', '克兰西·布朗', '罗德格尔·邦帕斯', '比尔·法格巴克', '劳伦斯先生']",8.5,['2004'],"['喜剧', '动画', '冒险']",87,22225,英语, 美国,海绵宝宝历险记
1358,比利·怀德,"['玛丽莲·梦露', '托尼·柯蒂斯', '杰克·莱蒙', '乔治·拉夫特', '帕特·奥布莱恩']",8.8,['1959'],['喜剧'],120,33170,英语, 美国,热情如火
1359,乔治·西德尼,"['雷德·斯克尔顿', '埃丝特·威廉斯', '巴兹尔·拉思伯恩', '比尔·戈德温', '简·波特']",8.5,['1944'],"['喜剧', '歌舞']",101,26282,英语, 美国,出水芙蓉
1360,克莱德·杰洛尼米,"['鲍比·德里斯科尔', '凯瑟琳·博蒙特', '汉斯·康拉德', '比尔·汤普森', '希瑟·安吉尔']",8.3,['1953'],"['动画', '歌舞', '奇幻', '冒险']",77,20565,英语, 美国,小飞侠
1361,诺亚·鲍姆巴赫,"['格蕾塔·葛韦格', '米奇·萨姆纳', '迈克尔·埃斯佩尔', '亚当·德赖弗', '迈克尔·泽根']",8.4,['2012'],"['剧情', '喜剧']",86,31032,英语, 美国,弗兰西丝·哈
1362,斯蒂夫·博克斯,"['彼得·萨利斯', '拉尔夫·费因斯', '海伦娜·伯翰·卡特']",8.2,['2005'],"['喜剧', '动画']",85,25208,英语, 英国,超级无敌掌门狗：人兔的诅咒
1363,大卫·柯南伯格,"['杰瑞米·艾恩斯', '尊龙', '巴巴拉·苏科瓦', '伊恩·理查森', 'Annabel Leventon']",8.2,['1993'],"['剧情', '爱情', '同性']",101,30092,英语, 美国,蝴蝶君
1364,法提赫·阿金,"['特里斯坦·格贝尔', '阿南德·巴特比勒格·楚隆巴特尔', '阿妮娅·文德尔', '尤斯蒂娜·洪普夫', '保罗·布舍']",8.4,['2016'],"['剧情', '喜剧']",93,30412,德语, 德国,契克
